state,year,sector,sales_mwh,revenue_$,price_per_kwh
MT,2024,industrial,219676,13173800,0.059969227
MT,2024,industrial,232506,23751200,0.10215306
MT,2024,industrial,150,37200,0.248
MT,2024,industrial,15268,1361200,0.089153786
MT,2024,industrial,262981,21765000,0.082762633
MT,2024,industrial,418827,45087000,0.10765065
MT,2024,industrial,5016,435000,0.086722488
MT,2024,industrial,71449,4920300,0.068864505
MT,2024,industrial,15065,1073000,0.071224693
MT,2024,industrial,32930,186200,0.005654418
MT,2024,industrial,9497,1170000,0.1231968
NC,2024,industrial,6942,623000,0.08974359
NC,2024,industrial,101301,7516000,0.074194727
NC,2024,industrial,25511,1339000,0.052487162
NC,2024,industrial,46520,3639400,0.078233018
NC,2024,industrial,26186,2043800,0.078049339
NC,2024,industrial,154868,13493900,0.087131622
NC,2024,industrial,110891,8275600,0.074628239
NC,2024,industrial,166762,13801900,0.082764059
NC,2024,industrial,24503,2397700,0.097853324
NC,2024,industrial,22994,2334000,0.10150474000000001
NC,2024,industrial,433741,28627000,0.066000217
NC,2024,industrial,117702,8391000,0.071290207
NC,2024,industrial,17226,1365700,0.079281319
NC,2024,industrial,144105,11255000,0.078102772
NC,2024,industrial,123599,10782000,0.087233715
NC,2024,industrial,20440,2203800,0.10781800000000001
NC,2024,industrial,390176,32470000,0.083218855
NC,2024,industrial,11510418,897842900,0.078002632
NC,2024,industrial,7420795,584029400,0.078701729
NC,2024,industrial,19724,1620600,0.082163861
NC,2024,industrial,415022,24199000,0.058307752
NC,2024,industrial,364666,25043000,0.0686738
NC,2024,industrial,280756,18902100,0.067325721
NC,2024,industrial,84738,7050500,0.083203521
NC,2024,industrial,371973,25038800,0.067313488
NC,2024,industrial,6396,757000,0.11835522
NC,2024,industrial,35040,3000500,0.085630708
NC,2024,industrial,148381,12715600,0.085695608
NC,2024,industrial,12731,1205300,0.094674417
NC,2024,industrial,23916,2224400,0.093008864
NC,2024,industrial,18392,1757300,0.095546977
NC,2024,industrial,33080,3648000,0.11027811
NC,2024,industrial,206080,16403000,0.079595303
NC,2024,industrial,10794,831000,0.076987215
NC,2024,industrial,2697,380600,0.14111976
NC,2024,industrial,21145,1891000,0.089430125
NC,2024,industrial,149600,14035700,0.093821524
NC,2024,industrial,134646,9078500,0.067424951
NC,2024,industrial,265579,13294000,0.050056669
NC,2024,industrial,86278,7748000,0.089802731
NC,2024,industrial,91015,7452200,0.081878811
NC,2024,industrial,168566,9287000,0.055094146999999996
NC,2024,industrial,1426457,116003100,0.081322535
NC,2024,industrial,49165,2326100,0.047312111999999996
ND,2024,industrial,1170657,56625200,0.048370445000000005
ND,2024,industrial,159041,19542000,0.12287398
ND,2024,industrial,1096,139800,0.12755474
ND,2024,industrial,264216,27523000,0.10416856
ND,2024,industrial,546465,42500500,0.077773508
ND,2024,industrial,138625,13464800,0.097131109
ND,2024,industrial,4389359,282799400,0.064428405
ND,2024,industrial,91186,6834000,0.074945715
ND,2024,industrial,259531,19849000,0.076480266
ND,2024,industrial,4471060,346441400,0.077485294
ND,2024,industrial,813668,64254000,0.078968326
ND,2024,industrial,14595,1142300,0.07826653
ND,2024,industrial,137098,11527000,0.084078542
ND,2024,industrial,387480,32920900,0.084961546
ND,2024,industrial,13841,1017500,0.073513474
ND,2024,industrial,271288,23006000,0.084802866
ND,2024,industrial,141610,10621000,0.075001765
ND,2024,industrial,215519,15000600,0.069602216
ND,2024,industrial,5710,64700,0.011330998000000002
NE,2024,industrial,107000,9492000,0.08871028
NE,2024,industrial,41841,5323500,0.12723166
NE,2024,industrial,306725,27659500,0.090176869
NE,2024,industrial,290405,24301000,0.083679689
NE,2024,industrial,198798,14563000,0.073255264
NE,2024,industrial,138556,9388100,0.067756719
NE,2024,industrial,34849,2112000,0.060604322
NE,2024,industrial,195427,17012600,0.087053478
NE,2024,industrial,107359,13963900,0.13006734
NE,2024,industrial,234786,29430000,0.12534819
NE,2024,industrial,199904,18713000,0.093609933
NE,2024,industrial,91909,10736600,0.11681772
NE,2024,industrial,61317,8391100,0.13684786000000002
NE,2024,industrial,469694,33439000,0.07119316
NE,2024,industrial,633215,41211100,0.065082318
NE,2024,industrial,170878,23044200,0.13485761999999998
NE,2024,industrial,1906518,86141000,0.045182369
NE,2024,industrial,611419,43813500,0.071658715
NE,2024,industrial,20960,3718000,0.1773855
NE,2024,industrial,3213379,225964000,0.070319748
NE,2024,industrial,269584,20456200,0.075880616
NE,2024,industrial,77683,8984000,0.1156495
NE,2024,industrial,770360,49092900,0.063727218
NE,2024,industrial,135157,13469200,0.099655956
NE,2024,industrial,3300,24800,0.007515152
NE,2024,industrial,5030,868000,0.17256461
NH,2024,industrial,7911,1398000,0.17671596999999997
NH,2024,industrial,13584,2299000,0.16924323000000002
NH,2024,industrial,53885,10417500,0.19332838
NH,2024,industrial,14779,2889100,0.19548684000000002
NJ,2024,industrial,81298,11195400,0.13770818
NJ,2024,industrial,228824,30946300,0.13524062
NJ,2024,industrial,187495,25978700,0.13855676
NJ,2024,industrial,1257792,105299500,0.083717737
NJ,2024,industrial,34662,4295700,0.12393111
NM,2024,industrial,78907,6203000,0.07861153
NM,2024,industrial,782215,56364100,0.072057043
NM,2024,industrial,260889,17908000,0.068642219
NM,2024,industrial,300073,19670000,0.065550716
NM,2024,industrial,80423,4654000,0.057869018
NM,2024,industrial,176577,16148200,0.091451322
NM,2024,industrial,21075,2544100,0.12071649000000001
NM,2024,industrial,18551,2216700,0.11949221
NM,2024,industrial,311348,20645000,0.066308439
NM,2024,industrial,368103,31036800,0.084315531
NM,2024,industrial,1992,475000,0.23845382
NM,2024,industrial,640,63000,0.0984375
NM,2024,industrial,2607603,146685600,0.056253042
NM,2024,industrial,419,60000,0.14319809
NM,2024,industrial,91058,11146000,0.1224055
NM,2024,industrial,267928,21005200,0.078398674
NM,2024,industrial,7656710,342374000,0.04471555
NM,2024,industrial,163717,11994000,0.073260565
NM,2024,industrial,70263,1832900,0.026086276000000002
NV,2024,industrial,933,120000,0.12861736000000001
NV,2024,industrial,434730,30259600,0.069605502
NV,2024,industrial,5715958,576846000,0.10091852
NV,2024,industrial,109749,12338200,0.11242198
NV,2024,industrial,4630,238000,0.051403888
NV,2024,industrial,2280204,222328500,0.097503776
NV,2024,industrial,16,5800,0.3625
NV,2024,industrial,27425,3081600,0.11236463000000001
NV,2024,industrial,510277,26489100,0.051911217
NY,2024,industrial,63537,10221000,0.1608669
NY,2024,industrial,270680,9154800,0.033821487000000004
NY,2024,industrial,381055,117953000,0.30954324
NY,2024,industrial,4022,530100,0.1318001
NY,2024,industrial,95100,6882800,0.072374343
NY,2024,industrial,83140,10364000,0.1246572
NY,2024,industrial,1442245,86507000,0.059980794
NY,2024,industrial,57197,5332600,0.093232163
NY,2024,industrial,44137,5731000,0.12984571
NY,2024,industrial,79012,4098800,0.051875663999999995
NY,2024,industrial,90635,4487300,0.049509571
NY,2024,industrial,449220,23048000,0.051306709
OH,2024,industrial,9523,1548300,0.16258531999999998
OH,2024,industrial,13828,1712000,0.12380677000000001
OH,2024,industrial,360103,38396000,0.10662505
OH,2024,industrial,84539,6163000,0.072901265
OH,2024,industrial,543410,50582100,0.093082755
OH,2024,industrial,641354,65913000,0.10277164000000001
OH,2024,industrial,156914,17897000,0.11405611
OH,2024,industrial,106700,12732000,0.11932521
OH,2024,industrial,78842,8911000,0.11302352
OH,2024,industrial,234136,18485000,0.078949841
OH,2024,industrial,62720,4486000,0.071524235
OH,2024,industrial,155323,14590000,0.093933287
OH,2024,industrial,46456,3483000,0.074974169
OH,2024,industrial,108649,10497800,0.09662123
OH,2024,industrial,74040,6559000,0.08858725
OH,2024,industrial,15754,1507000,0.095658246
OH,2024,industrial,93908,12909600,0.13747072
OH,2024,industrial,161398,12389000,0.076760555
OH,2024,industrial,67699,7853000,0.11599876
OH,2024,industrial,94916,12683000,0.13362341
OH,2024,industrial,84589,7386800,0.087325775
OH,2024,industrial,30900,4373400,0.14153398
OH,2024,industrial,103817,11427700,0.11007542000000001
OH,2024,industrial,89625,10125100,0.11297183000000001
OH,2024,industrial,69207,9287400,0.13419741
OH,2024,industrial,61966,3832300,0.061845205
OH,2024,industrial,23407,2300800,0.098295382
OH,2024,industrial,69024,7633900,0.11059775999999999
OH,2024,industrial,116637,15437800,0.13235766
OH,2024,industrial,171430,26027000,0.1518229
OH,2024,industrial,104845,4132000,0.039410558
OH,2024,industrial,76412,6029100,0.078902528
OH,2024,industrial,381969,33710900,0.088255591
OH,2024,industrial,793864,85389000,0.10756124
OH,2024,industrial,46429,6190600,0.13333477
OH,2024,industrial,250752,25289800,0.10085583
OK,2024,industrial,301906,23807000,0.07885567
OK,2024,industrial,188856,12875700,0.068177341
OK,2024,industrial,223000,13420100,0.060179821
OK,2024,industrial,12052,1469800,0.12195486000000001
OK,2024,industrial,106593,5917000,0.055510212
OK,2024,industrial,177170,11162000,0.063001637
OK,2024,industrial,39809,3079000,0.077344319
OK,2024,industrial,116626,11180000,0.095861986
OK,2024,industrial,76420,6593000,0.086273227
OK,2024,industrial,37394,3758100,0.10050008
OK,2024,industrial,348631,21899500,0.062815699
OK,2024,industrial,67089,6529500,0.09732594
OK,2024,industrial,4275283,209567200,0.049018322
OK,2024,industrial,176262,12100600,0.068651212
OK,2024,industrial,250547,15761000,0.062906361
OK,2024,industrial,44218,3697000,0.083608485
OK,2024,industrial,77152,7122000,0.092311282
OK,2024,industrial,33613,2849000,0.084758873
OK,2024,industrial,132140,8957000,0.067784168
OK,2024,industrial,336865,19172000,0.056913007
OK,2024,industrial,7534932,411746800,0.054645058999999996
OK,2024,industrial,9721,1186000,0.12200391
OK,2024,industrial,355260,22483100,0.063286326
OK,2024,industrial,5882233,349700700,0.059450330999999995
OK,2024,industrial,174420,10873000,0.062338035
OK,2024,industrial,184254,10765700,0.058428582
OK,2024,industrial,189454,10551000,0.055691619
OK,2024,industrial,750,100100,0.13346667
OK,2024,industrial,45813,4075000,0.088948552
OK,2024,industrial,399393,36136000,0.090477299
OK,2024,industrial,106739,10807400,0.10125071000000001
OR,2024,industrial,107080,7774700,0.072606462
OR,2024,industrial,592716,30122300,0.050820798
OR,2024,industrial,568533,36992200,0.065066056
OR,2024,industrial,118163,9338000,0.07902643
OR,2024,industrial,358163,14269000,0.039839403
OR,2024,industrial,127870,9215900,0.072072417
OR,2024,industrial,871556,50372300,0.057795826999999994
OR,2024,industrial,148966,8090800,0.054313065
OR,2024,industrial,5121,473400,0.092442882
OR,2024,industrial,42198,3977600,0.094260391
OR,2024,industrial,56649,5283600,0.093269078
OR,2024,industrial,71710,5810700,0.08103054
OR,2024,industrial,331932,28229000,0.085044527
OR,2024,industrial,5823,430400,0.07391379
OR,2024,industrial,37552,3102000,0.082605454
OR,2024,industrial,1263389,100335200,0.079417503
OR,2024,industrial,171374,10343000,0.060353379
OR,2024,industrial,1606528,161511200,0.10053432000000001
OR,2024,industrial,5097435,451099000,0.088495292
OR,2024,industrial,19160,1815000,0.094728601
OR,2024,industrial,16700,1991100,0.11922753999999999
OR,2024,industrial,109865,6342000,0.05772539
OR,2024,industrial,742260,44316100,0.059704282
PA,2024,industrial,42873,4368000,0.10188230000000001
PA,2024,industrial,100908,10568000,0.10472906
PA,2024,industrial,107070,9324800,0.087090688
PA,2024,industrial,21309,2451000,0.11502182
PA,2024,industrial,9598,1182000,0.12315066
PA,2024,industrial,77359,7024000,0.090797451
PA,2024,industrial,63936,8532000,0.13344595
PA,2024,industrial,707946,63189200,0.08925709
PA,2024,industrial,10760,1099000,0.10213755000000001
PA,2024,industrial,561116,42395000,0.075554787
PA,2024,industrial,154926,16938700,0.10933413
PA,2024,industrial,103276,15834300,0.15332023
PA,2024,industrial,81845,9275000,0.11332397
PA,2024,industrial,17226,1695000,0.098397771
PA,2024,industrial,33664,3121000,0.092710314
PA,2024,industrial,23104,2022000,0.087517313
PA,2024,industrial,3955,489000,0.12364096
PA,2024,industrial,13270,1346000,0.10143179999999999
RI,2024,industrial,15422,2542000,0.16482945999999998
RI,2024,industrial,84962,22022900,0.25920882
SC,2024,industrial,200397,14478700,0.072250084
SC,2024,industrial,41760,4263000,0.10208333
SC,2024,industrial,126348,10220700,0.080893247
SC,2024,industrial,154713,13047800,0.084335512
SC,2024,industrial,76605,6367900,0.083126428
SC,2024,industrial,51385,5399000,0.10506957
SC,2024,industrial,230843,21000100,0.090971353
SC,2024,industrial,88057,8767000,0.099560512
SC,2024,industrial,5253133,388812000,0.074015259
SC,2024,industrial,8207655,589568200,0.071831504
SC,2024,industrial,2180767,153607800,0.070437511
SC,2024,industrial,3154,220900,0.070038047
SC,2024,industrial,101091,11004100,0.10885341
SC,2024,industrial,143971,10358000,0.071945044
SC,2024,industrial,15588,1708000,0.10957147
SC,2024,industrial,181956,16351000,0.089862384
SC,2024,industrial,120386,6987800,0.058044954999999995
SC,2024,industrial,158812,11564000,0.072815656
SC,2024,industrial,767621,54669000,0.071218739
SC,2024,industrial,34783,3313300,0.095256303
SC,2024,industrial,175301,14971800,0.085406244
SC,2024,industrial,90949,8025300,0.088239563
SC,2024,industrial,481918,32902100,0.068273233
SC,2024,industrial,5994535,304621700,0.050816569
SC,2024,industrial,27317,3050000,0.11165208
SC,2024,industrial,74091,7443000,0.10045754999999999
SD,2024,industrial,2221,412200,0.18559208000000002
SD,2024,industrial,191926,18098800,0.094300928
SD,2024,industrial,205072,17683400,0.086230202
SD,2024,industrial,180336,14740000,0.081736314
SD,2024,industrial,29176,2692000,0.092267617
SD,2024,industrial,69568,5115600,0.073533809
SD,2024,industrial,51558,4283900,0.083088948
SD,2024,industrial,154215,11976000,0.077657815
SD,2024,industrial,196938,10415300,0.052886188
SD,2024,industrial,4602,522000,0.11342893999999999
SD,2024,industrial,438660,34748000,0.07921397
SD,2024,industrial,104955,8866900,0.084482874
SD,2024,industrial,402544,37734100,0.09373907
SD,2024,industrial,757,77600,0.10250991000000001
SD,2024,industrial,408323,35540800,0.087040897
SD,2024,industrial,331265,26822800,0.080970824
SD,2024,industrial,2987,55400,0.018547037
SD,2024,industrial,141558,10216000,0.072168299
SD,2024,industrial,36394,3797000,0.10433038
TN,2024,industrial,83719,5475000,0.065397341
TN,2024,industrial,328142,18919000,0.057654918000000006
TN,2024,industrial,27312,2668000,0.097685999
TN,2024,industrial,18493,1369000,0.074028011
TN,2024,industrial,65012,4498000,0.069187227
TN,2024,industrial,194048,10065000,0.05186861
TN,2024,industrial,29927,1736000,0.058007818999999995
TN,2024,industrial,1098,158000,0.143898
TN,2024,industrial,105803,7205000,0.068098258
TN,2024,industrial,75259,4884000,0.064895893
TN,2024,industrial,1230085,80555000,0.065487344
TN,2024,industrial,69522,4293000,0.061750237
TN,2024,industrial,254629,17967000,0.070561484
TN,2024,industrial,247931,16618000,0.067026713
TN,2024,industrial,48321,3048000,0.063078165
TN,2024,industrial,81335,5682000,0.069859224
TN,2024,industrial,91526,6054000,0.066145139
TN,2024,industrial,140180,11146000,0.079512056
TN,2024,industrial,104658,7554000,0.072177951
TN,2024,industrial,33605,2488000,0.074036602
TN,2024,industrial,72728,4518000,0.062121879
TN,2024,industrial,95041,6202000,0.065256047
TN,2024,industrial,192056,10869000,0.056592869
TN,2024,industrial,337182,21958000,0.0651221
TN,2024,industrial,68619,3478000,0.050685669999999995
TN,2024,industrial,105315,6215000,0.059013435999999996
TN,2024,industrial,691744,43265000,0.062544814
TN,2024,industrial,107108,5791000,0.054066922999999996
TN,2024,industrial,15307,1537000,0.10041158
TN,2024,industrial,73971,5937000,0.080261183
TN,2024,industrial,215263,12639000,0.058714224
TN,2024,industrial,160155,10895000,0.068027848
TN,2024,industrial,36670,3027000,0.082547041
TN,2024,industrial,1740384,123814600,0.071142116
TN,2024,industrial,17572,1636000,0.093102663
TN,2024,industrial,446774,30466000,0.068191076
TN,2024,industrial,61876,5143000,0.083117849
TN,2024,industrial,59405,4805000,0.080885447
TN,2024,industrial,145129,9803000,0.067546803
TN,2024,industrial,10861,877000,0.080747629
TN,2024,industrial,160316,8921000,0.055646348000000005
TN,2024,industrial,146930,12937000,0.088048731
TN,2024,industrial,23360,1982000,0.08484589
TN,2024,industrial,26471,2029000,0.076649919
TN,2024,industrial,94363,6812000,0.072189311
TN,2024,industrial,41750,2528000,0.060550898
TN,2024,industrial,50022,4138000,0.082723602
TN,2024,industrial,70841,4212000,0.059457094
TN,2024,industrial,51510,4612000,0.089536012
TN,2024,industrial,8595,686000,0.079813845
TN,2024,industrial,159681,11323000,0.070910127
TN,2024,industrial,28330,2756000,0.097282033
TN,2024,industrial,174592,10568000,0.060529691999999996
TN,2024,industrial,670899,45337000,0.067576491
TN,2024,industrial,282324,19466000,0.068949151
TN,2024,industrial,9,2200,0.24444444
TN,2024,industrial,46817,3722000,0.079501036
TN,2024,industrial,156161,10281000,0.0658359
TN,2024,industrial,269667,19513000,0.072359614
TN,2024,industrial,224295,11735000,0.05231949
TN,2024,industrial,780515,72743000,0.093198721
TN,2024,industrial,1016780,52491000,0.051624737
TN,2024,industrial,239473,16238000,0.067807227
TN,2024,industrial,263561,15597000,0.059177951
TN,2024,industrial,10590,1019000,0.096222852
TN,2024,industrial,516157,30409000,0.058914245000000004
TN,2024,industrial,848729,56766000,0.06688354
TN,2024,industrial,96185,5692000,0.059177626
TN,2024,industrial,917818,69388000,0.075601045
TN,2024,industrial,13376,1240000,0.092703349
TN,2024,industrial,141216,7218000,0.051113188000000004
TN,2024,industrial,157209,9158000,0.058253662000000005
TN,2024,industrial,130459,10848000,0.083152561
TN,2024,industrial,55201,3624000,0.065650985
TN,2024,industrial,383,63000,0.16449086000000002
TN,2024,industrial,17304,1184000,0.068423486
TN,2024,industrial,6613538,323844900,0.048966967
TN,2024,industrial,8689,729000,0.083899183
TN,2024,industrial,46257,3790000,0.081933545
TN,2024,industrial,10809,771000,0.071329448
TN,2024,industrial,18146,1571000,0.086575554
TN,2024,industrial,119988,9913000,0.082616595
TN,2024,industrial,456245,27334000,0.059910794
TN,2024,industrial,32733,3062000,0.093544741
TX,2024,industrial,171602,12995400,0.075729887
TX,2024,industrial,3216894,219668600,0.06828593
TX,2024,industrial,989891,62297000,0.062933192
TX,2024,industrial,23432998,1206903000,0.051504421
TX,2024,industrial,248195,19119000,0.077032172
TX,2024,industrial,18566,1671000,0.090003232
TX,2024,industrial,10799,1274700,0.11803870999999999
TX,2024,industrial,740804,75739300,0.10223932
TX,2024,industrial,39904,3747500,0.093912891
TX,2024,industrial,361561,23598500,0.065268378
TX,2024,industrial,193604,6417000,0.033144976
TX,2024,industrial,278655,18625700,0.066841435
TX,2024,industrial,124503,6949000,0.055813916
TX,2024,industrial,116218,8949100,0.077002702
TX,2024,industrial,161336,12856000,0.079684633
TX,2024,industrial,614906,59792000,0.097237627
TX,2024,industrial,319696,21172000,0.066225414
TX,2024,industrial,118481,14637400,0.12354217
TX,2024,industrial,31303,2308000,0.073730952
TX,2024,industrial,580021,52854300,0.091124804
TX,2024,industrial,565237,50030900,0.088513137
TX,2024,industrial,2422,240000,0.09909166
TX,2024,industrial,139646,10918000,0.078183407
TX,2024,industrial,46226,5041000,0.10905118
TX,2024,industrial,434351,23738200,0.054652113
TX,2024,industrial,247352,12326100,0.049832223
TX,2024,industrial,1400738,70547600,0.050364594
TX,2024,industrial,51431,4065000,0.079037934
TX,2024,industrial,602401,42132800,0.069941451
TX,2024,industrial,136951,9577000,0.069930121
TX,2024,industrial,1543171,175840600,0.11394757999999999
TX,2024,industrial,7459231,663965500,0.089012594
TX,2024,industrial,2626421,207620300,0.079050655
TX,2024,industrial,981503,45081000,0.045930578
TX,2024,industrial,3307,91900,0.027789537000000003
TX,2024,industrial,9488792,557027600,0.058703741999999996
TX,2024,industrial,460,146000,0.3173913
TX,2024,industrial,191999,11921000,0.062088865
TX,2024,industrial,127810,9650000,0.075502699
TX,2024,industrial,158623,12927000,0.081495117
TX,2024,industrial,1353,151000,0.11160384000000001
TX,2024,industrial,1219504,65823000,0.053975223
TX,2024,industrial,7411,728000,0.098232357
TX,2024,industrial,207001,11559000,0.055840310000000004
TX,2024,industrial,129188,9848700,0.076235409
TX,2024,industrial,764116,46174000,0.060427998000000004
TX,2024,industrial,135696,11484000,0.08463035
TX,2024,industrial,629504,38785000,0.061611999
TX,2024,industrial,269268,20496000,0.076117474
TX,2024,industrial,162579,11024000,0.067807035
TX,2024,industrial,148949,19558200,0.13130803
TX,2024,industrial,409289,36403000,0.088942043
TX,2024,industrial,6823040,261812700,0.038371854999999996
TX,2024,industrial,603427,50248900,0.083272542
TX,2024,industrial,862775,64484000,0.074740228
TX,2024,industrial,314315,28350600,0.09019805
TX,2024,industrial,591581,35031200,0.059216236000000005
TX,2024,industrial,242553,17828000,0.073501462
TX,2024,industrial,100392,9248000,0.092118894
TX,2024,industrial,275762,18736000,0.067942646
TX,2024,industrial,1990,492300,0.24738693
TX,2024,industrial,29305,2265500,0.077307627
TX,2024,industrial,370182,23642500,0.063867233
TX,2024,industrial,904899,59400500,0.065643238
TX,2024,industrial,21428482,1440332200,0.067215783
TX,2024,industrial,342551,34971700,0.10209194999999999
TX,2024,industrial,122467,8985300,0.073369153
TX,2024,industrial,506185,45377000,0.08964509
TX,2024,industrial,221040,19728700,0.089253981
TX,2024,industrial,74369,6581000,0.088491172
TX,2024,industrial,634362,49340800,0.077780195
TX,2024,industrial,240181,18415000,0.076671344
TX,2024,industrial,240,36100,0.15041667
TX,2024,industrial,2864010,177721900,0.062053519
TX,2024,industrial,7714759,375808400,0.048712914999999996
TX,2024,industrial,43156902,2949897000,0.068352844
TX,2024,industrial,16648,322000,0.019341663
TX,2024,industrial,257744,13843900,0.053711823
TX,2024,industrial,8295451,322353200,0.038859032
TX,2024,industrial,1480,138000,0.093243243
TX,2024,industrial,6496,564000,0.08682266
TX,2024,industrial,803035,45135500,0.056206143
TX,2024,industrial,1210,192500,0.15909091
TX,2024,industrial,11389,1598600,0.14036351
TX,2024,industrial,100539,5869700,0.058382319
TX,2024,industrial,843789,78779000,0.093363388
TX,2024,industrial,125844,9490000,0.075410826
TX,2024,industrial,252604,19627300,0.077699878
TX,2024,industrial,29370,3227000,0.10987401999999999
TX,2024,industrial,112212,9270000,0.082611485
TX,2024,industrial,5775839,245288000,0.042467943
UT,2024,industrial,35238,2844500,0.080722515
UT,2024,industrial,108086,9750300,0.090208723
UT,2024,industrial,43056,2599000,0.060363248
UT,2024,industrial,77961,6980900,0.08954349
UT,2024,industrial,22953,1595100,0.069494184
UT,2024,industrial,15,4200,0.28
UT,2024,industrial,19039,1266800,0.066537108
UT,2024,industrial,309373,32209100,0.10411089999999999
UT,2024,industrial,9450,688500,0.072857143
UT,2024,industrial,291961,15003000,0.051387
UT,2024,industrial,7219111,566424000,0.078461739
UT,2024,industrial,132797,8895700,0.066987206
UT,2024,industrial,29752,1525000,0.051257058
UT,2024,industrial,57312,3864000,0.067420436
UT,2024,industrial,2925,382200,0.13066667
UT,2024,industrial,2376,72700,0.030597642999999997
UT,2024,industrial,18542,1159000,0.062506741
VA,2024,industrial,165066,16022000,0.097064205
VA,2024,industrial,4527177,472252000,0.1043149
VA,2024,industrial,71743,4749000,0.066194611
VA,2024,industrial,106787,10280000,0.096266399
VA,2024,industrial,236969,17181900,0.072506952
VA,2024,industrial,113817,9173000,0.080594287
VA,2024,industrial,37487,2775000,0.074025662
VA,2024,industrial,121361,15670400,0.12912221000000002
VA,2024,industrial,71135,8812600,0.12388557
VA,2024,industrial,191222,16249300,0.084976101
VA,2024,industrial,22272,1649000,0.074039152
VA,2024,industrial,14962,1049000,0.070110948
VA,2024,industrial,117968,11698000,0.099162485
VA,2024,industrial,1287079,112782000,0.087626323
VA,2024,industrial,679294,61845600,0.091043937
VA,2024,industrial,69237,6351900,0.09174141
VA,2024,industrial,4073194,323174200,0.079341716
VA,2024,industrial,9460,1096000,0.11585624
VT,2024,industrial,64937,8909200,0.13719759
VT,2024,industrial,1020096,110540000,0.10836235
VT,2024,industrial,100533,12968700,0.12899943
WA,2024,industrial,1067474,83254000,0.077991595
WA,2024,industrial,218406,14599000,0.066843402
WA,2024,industrial,342029,22904900,0.066967713
WA,2024,industrial,546474,7256000,0.01327785
WA,2024,industrial,105963,10385900,0.098014401
WA,2024,industrial,9078,642000,0.070720423
WA,2024,industrial,125070,5914000,0.04728552
WA,2024,industrial,163887,10031000,0.061206807
WA,2024,industrial,693409,69995600,0.10094418
WA,2024,industrial,2081037,160128600,0.076946542
WA,2024,industrial,228253,18152100,0.079526227
WA,2024,industrial,99958,6478100,0.064808219
WA,2024,industrial,0,300,
WA,2024,industrial,58861,4796000,0.081480097
WA,2024,industrial,511637,28517900,0.055738541
WA,2024,industrial,470409,16128500,0.034286121
WA,2024,industrial,19771,1512900,0.076521167
WA,2024,industrial,737975,44592900,0.060426031
WA,2024,industrial,2991042,146466000,0.048968219
WA,2024,industrial,47373,1367000,0.028856099
WA,2024,industrial,272401,17730000,0.065087867
WA,2024,industrial,111396,6463000,0.058018241
WA,2024,industrial,98557,5913700,0.060002841
WA,2024,industrial,105219,6642000,0.063125481
WA,2024,industrial,278086,17921700,0.06444661
WA,2024,industrial,13173,934600,0.070948152
WA,2024,industrial,21874,1696900,0.077576118
WA,2024,industrial,440362,33545000,0.076175964
WA,2024,industrial,228736,10702000,0.046787563
WA,2024,industrial,1881611,74887300,0.039799565
WA,2024,industrial,23911,1439000,0.060181506
WA,2024,industrial,42754,3302000,0.07723254
WA,2024,industrial,931940,77516900,0.083177994
WA,2024,industrial,1057368,131869100,0.12471448
WI,2024,industrial,241188,22091000,0.091592451
WI,2024,industrial,5869,510100,0.086914295
WI,2024,industrial,87706,7171000,0.081761795
WI,2024,industrial,4248,494200,0.11633710000000001
WI,2024,industrial,11847,920700,0.077715877
WI,2024,industrial,479,137000,0.28601253
WI,2024,industrial,4314,345000,0.079972184
WI,2024,industrial,31988,2720400,0.085044392
WI,2024,industrial,9282,1059200,0.11411334000000001
WI,2024,industrial,356560,26858700,0.075327294
WI,2024,industrial,172841,14823000,0.085760902
WI,2024,industrial,358564,25110400,0.070030455
WI,2024,industrial,102174,7987900,0.07817938
WI,2024,industrial,51813,4322900,0.083432729
WI,2024,industrial,12921,1242400,0.096153548
WI,2024,industrial,18709,1718600,0.091859533
WI,2024,industrial,13903,1155800,0.083133137
WI,2024,industrial,431003,26740300,0.062042028
WI,2024,industrial,14638,1406000,0.096051373
WI,2024,industrial,52495,4402000,0.083855605
WI,2024,industrial,169306,12756900,0.075348186
WI,2024,industrial,16469,1297500,0.078784383
WI,2024,industrial,15959,1346000,0.084341124
WI,2024,industrial,141976,12984000,0.091452076
WI,2024,industrial,314816,23938000,0.076038067
WI,2024,industrial,120190,9809200,0.081614111
WI,2024,industrial,3076,294700,0.095806242
WI,2024,industrial,2093919,177930600,0.08497492
WI,2024,industrial,41097,3690600,0.089802175
WI,2024,industrial,172767,14968000,0.086636916
WI,2024,industrial,26911,2380800,0.088469399
WI,2024,industrial,5486,614000,0.11192125000000001
WI,2024,industrial,93,26100,0.28064516
WI,2024,industrial,124437,10679800,0.085824956
WI,2024,industrial,18952,1830900,0.096607218
WI,2024,industrial,167338,9267000,0.055378934
WI,2024,industrial,42479,5155300,0.12136113999999999
WI,2024,industrial,217743,19329800,0.088773462
WI,2024,industrial,31300,2579900,0.08242492
WI,2024,industrial,818646,67168200,0.082047918
WI,2024,industrial,4584,456000,0.09947644
WI,2024,industrial,39472,3349400,0.084855087
WI,2024,industrial,12052,1187600,0.098539661
WI,2024,industrial,23980,2019100,0.084199333
WI,2024,industrial,36154,2704500,0.074805001
WI,2024,industrial,4526,782000,0.1727795
WI,2024,industrial,5988,518400,0.086573146
WI,2024,industrial,6497522,604938000,0.093102878
